Item ID,Name,Category,Description,Variant 1 - Name,Variant 1 - Price,Variant 1 - SKU,Variant 2 - Name,Variant 2 - Price,Variant 2 - SKU,Variant 3 - Name,Variant 3 - Price,Variant 3 - SKU,Variant 4 - Name,Variant 4 - Price,Variant 4 - SKU,Variant 5 - Name,Variant 5 - Price,Variant 5 - SKU,Variant 6 - Name,Variant 6 - Price,Variant 6 - SKU,Variant 7 - Name,Variant 7 - Price,Variant 7 - SKU,Variant 8 - Name,Variant 8 - Price,Variant 8 - SKU,Variant 9 - Name,Variant 9 - Price,Variant 9 - SKU,Variant 10 - Name,Variant 10 - Price,Variant 10 - SKU,Variant 11 - Name,Variant 11 - Price,Variant 11 - SKU,Variant 12 - Name,Variant 12 - Price,Variant 12 - SKU,Variant 13 - Name,Variant 13 - Price,Variant 13 - SKU,Variant 14 - Name,Variant 14 - Price,Variant 14 - SKU,Variant 15 - Name,Variant 15 - Price,Variant 15 - SKU,Variant 16 - Name,Variant 16 - Price,Variant 16 - SKU,Variant 17 - Name,Variant 17 - Price,Variant 17 - SKU,Variant 18 - Name,Variant 18 - Price,Variant 18 - SKU,Variant 19 - Name,Variant 19 - Price,Variant 19 - SKU,Variant 20 - Name,Variant 20 - Price,Variant 20 - SKU,Variant 21 - Name,Variant 21 - Price,Variant 21 - SKU,Variant 22 - Name,Variant 22 - Price,Variant 22 - SKU,Variant 23 - Name,Variant 23 - Price,Variant 23 - SKU,Variant 24 - Name,Variant 24 - Price,Variant 24 - SKU,Variant 25 - Name,Variant 25 - Price,Variant 25 - SKU,Variant 26 - Name,Variant 26 - Price,Variant 26 - SKU,Variant 27 - Name,Variant 27 - Price,Variant 27 - SKU,Variant 28 - Name,Variant 28 - Price,Variant 28 - SKU,Variant 29 - Name,Variant 29 - Price,Variant 29 - SKU,Variant 30 - Name,Variant 30 - Price,Variant 30 - SKU,Variant 31 - Name,Variant 31 - Price,Variant 31 - SKU,Variant 32 - Name,Variant 32 - Price,Variant 32 - SKU,Variant 33 - Name,Variant 33 - Price,Variant 33 - SKU,Variant 34 - Name,Variant 34 - Price,Variant 34 - SKU,Variant 35 - Name,Variant 35 - Price,Variant 35 - SKU,Variant 36 - Name,Variant 36 - Price,Variant 36 - SKU,Variant 37 - Name,Variant 37 - Price,Variant 37 - SKU,Variant 38 - Name,Variant 38 - Price,Variant 38 - SKU,Variant 39 - Name,Variant 39 - Price,Variant 39 - SKU,Variant 40 - Name,Variant 40 - Price,Variant 40 - SKU,Modifier Set - Glassy Designs,Modifier Set - Eko Kreations Designs,Modifier Set - Tahoe Basics Onesie Designs,Modifier Set - Bound Print Company Colors,Modifier Set - Sierra Essentials Exp Packs,Modifier Set - Onesies Sizes,Modifier Set - Dharma Love Designs,Modifier Set - Trunk Show Glassware Designs,Modifier Set - Ring Size,Modifier Set - Any Cup Holder,Modifier Set - BP LT Jewelry Colors,Modifier Set - Sierra Essentials Scent,Modifier Set - Rise Designs,Modifier Set - Tahoe Basics Glassware Design,Modifier Set - SIERRA Essentials Rub Flavors,Modifier Set - Final Sale ,Modifier Set - Trucker Hat Colors,Modifier Set - Tahoe Basics Onesie Colors,Modifier Set - Jude Bischoff Prints,Modifier Set - BPC Mug Lake Colors ,Modifier Set - T-shirt sizes,Modifier Set - Tahoe Basics Hoodie Colors,Modifier Set - Sierra Essentials H&F Scent,Modifier Set - Trunk Show Glassware Designs,Modifier Set - Rise Trucker Hat Colors,Modifier Set - Rise SnapBack Colors,Modifier Set - Shredhead Designs,Modifier Set - Jewelry Metal Options,Tax - Sales Tax (7.5%)
FCE74F80-60DC-42F4-8D86-58F2278E1009,Beach/Market Tote  ,Dharma Love,,Regular Price,39.990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
0AB9932B-496E-462B-90E0-3128AD71C521,Bear Sculptures,Ying Muncy,,Regular Price,120.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
D34F82BA-A279-4CAD-9B33-F897F8D63FA9,Bear Vase,Ying Muncy,,Regular Price,80.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
1C208AEB-CAC6-488E-A24C-AC8D6556F74C,Bears,Jeff Burglund,,Regular Price,40.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
987658A6-D651-4C48-855C-71B1900AA32E,Beer Bottle Pint Glass,Andy Blanchard,,Beer Glasses,15.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
81762027-AEB2-453E-B10F-89E67CAA167A,Beer Coozie,Clarissa's Crochet / Nancy's Needlework,,Regular Price,8.990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
5665E745-F138-4233-9EA5-911957F316A6,Beer Stein,Brad Henry Pottery,,Regular Price,52.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
DC1100CA-A555-4A0D-9411-4099D5401500,Bella Petunia Alterations -Bracelet/Necklace,Bella Petunia Jewelry,,"Sterling Silver Add 2""-3""",10.000000,,"Sterling Silver Add 4""-5""",15.000000,,"Sterling Silver Add 6""-7"" ",20.000000,,"Sterling Silver Add 8""-9""",25.000000,,"Sterling Silver Add 10""-11""",30.000000,,"Sterling Silver Add 12""-14""",35.000000,,"Sterling Silver Add 15""-17""",40.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
DDED3884-D633-45B1-8981-557F43E00ABF,Bella Petunia Alterations -Earrings,Bella Petunia Jewelry,,Ear Wire Upgrade -Sterling Silver,2.000000,,Sterling Silver Leverback ,10.000000,,Sterling Silver Post (simple),15.000000,,Sterling Silver Post (fancy/large),25.000000,,Ear Wire Upgrade -14k Gold,25.000000,,14k Gold Post,40.000000,,Ear Wire Upgrade -14kgf,5.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
695EA961-4B9D-4EF6-8C35-703F00F341F5,Bella Petunia Bracelet,Bella Petunia Jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
33232815-0E24-4B99-B67F-1D416A8ECB5B,Bella Petunia California Jewelry,Bella Petunia Jewelry,,Earrings,42.000000,,Necklace ,48.000000,,Wood Nevklace With Red Heart ,48.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
4519DF7E-C1D1-42D0-8CA8-9D16E87E5896,Bella Petunia Earring,Bella Petunia Jewelry,,Variable,,,Price 15,15.000000,,Price 18,18.000000,,Price 20,20.000000,,Price 22,22.000000,,Price 24,24.000000,,Price 25,25.000000,,Price 28,28.000000,,Price 30,30.000000,,Price 32,32.000000,,Price 35,35.000000,,Price 38,38.000000,,Price 40,40.000000,,Price 42,42.000000,,Price 45,45.000000,,Price 48,48.000000,,Price 50,50.000000,,Price 52,52.000000,,Price 58,58.000000,,Price 60,60.000000,,Price 65,65.000000,,Price 68,68.000000,,Price 78,78.000000,,Price 85,85.000000,,Price 98,98.000000,,Price 100,100.000000,,Price 110,110.000000,,Price 115,115.000000,,Price 120,120.000000,,Price 125,125.000000,,Price 130,130.000000,,Price 140,140.000000,,Price 145,145.000000,,Price 150,150.000000,,Price 165,165.000000,,Price 175,175.000000,,Price 185,185.000000,,Price 195,195.000000,,Price 210,210.000000,,Price 220,220.000000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
486E4FDF-A400-4E9E-9795-E38D82A942AE,Bella Petunia Jewelry Repair,Bella Petunia Jewelry,,Regular Price,,BP-REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1508FB7E-8CEC-412A-AB5F-93401F63E6EF,Bella Petunia Necklace,Bella Petunia Jewelry,,Variable ,,,18,18.000000,,20,20.000000,,24,24.000000,,32,32.000000,,35,35.000000,,37,37.000000,,38,38.000000,,40,40.000000,,42,42.000000,,45,45.000000,,48,48.000000,,58,58.000000,,65,65.000000,,68,68.000000,,78,78.000000,,87,87.000000,,95,95.000000,,110,110.000000,,115,115.000000,,120,120.000000,,145,145.000000,,175,175.000000,,185,185.000000,,200,200.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
D9806E86-8842-45E6-9C85-BD395871F34B,Bella Petunia Ring,Bella Petunia Jewelry,,Regular Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
2C3B474A-00A7-42DA-AA91-38555DFCD958,Bella Petunia Tahoe Earring,Bella Petunia Jewelry,,Tiny Acrylic Tahoe Earring,40.000000,,Med Acrylic Tahie Earring,42.000000,,Large Acrylic Tahoe Earring,45.000000,,Tiny Wood Tahoe Earring ,40.000000,,Medium Wood Tahoe Earring ,42.000000,,Large Wood Tahoe Earring,45.000000,,Tiny Resin Tahoe Earring,,,Medium Resin Tahoe Earring,,,Large Resin Tahoe Earring ,,,Tiny Resin w/Crushed Stones ,,,Medium Resin w/Crushed Stones,,,Large Resin w/Crushed Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
893A3240-003A-4414-BABF-62917731E6E5,Bella Petunia Tahoe Necklace,Bella Petunia Jewelry,,Tiny Acrylic Necklace,40.000000,,Med Acrylic Necklace,45.000000,,Lg  Acrylic Necklace,45.000000,,Tiny Resin,,,Medium Resin ,,,Large Resin,,,Tiny Resin w/Crushed Stones,,,Medium Resin w/Crushed Stones,,,Large Resign w/Crushed Stones,,,Tiny Wood,40.000000,,Medium Wood,45.000000,,Large Wood,45.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
